"Controller","duration_d","CO2_total_gh"
"Adrian's Farm-House 2",0.0680439814814815,2.38585097503619
"Adrian's Farm-House 3",0.0680439814814815,1.63378848647325
"Adrian's Farm-House 4",0.0680439814814815,5.01037689539935
"Adrian's Farm-House 2",0.0694444444444444,1.80943590826845
"Adrian's Farm-House 3",0.0694444444444444,1.63556203020586
"Adrian's Farm-House 4",0.0694444444444444,5.09015996698215
"Adrian's Farm-House 2",0.0708333333333333,1.80393610307615
"Adrian's Farm-House 3",0.0708333333333333,1.67156496797768
"Adrian's Farm-House 4",0.0708333333333333,5.07420335266559
"Adrian's Farm-House 2",0.0722222222222222,1.82043551865306
"Adrian's Farm-House 3",0.0722222222222222,1.66182823342981
"Adrian's Farm-House 4",0.0722222222222222,5.05824673834903
"Adrian's Farm-House 2",0.0736111111111111,1.80943590826845
"Adrian's Farm-House 3",0.0736111111111111,1.66182823342981
"Adrian's Farm-House 4",0.0736111111111111,4.93059382381656
"Adrian's Farm-House 2",0.075,2.37130310323719
"Adrian's Farm-House 3",0.075,1.63095835912461
"Adrian's Farm-House 4",0.075,5.05992026911441
"Adrian's Farm-House 2",0.0763888888888889,2.62660051200259
"Adrian's Farm-House 3",0.0763888888888889,1.90860981480067
"Adrian's Farm-House 4",0.0763888888888889,5.30147692549484
"Adrian's Farm-House 2",0.0777777777777778,2.95392762748012
"Adrian's Farm-House 3",0.0777777777777778,2.12363445651273
"Adrian's Farm-House 4",0.0777777777777778,5.56591229602585
"Adrian's Farm-House 2",0.0791550925925926,2.46639650914286
"Adrian's Farm-House 3",0.0791550925925926,1.7244550473938
"Adrian's Farm-House 4",0.0791550925925926,5.08386310950454
"Adrian's Farm-House 2",0.0805555555555556,2.75167672685986
"Adrian's Farm-House 3",0.0805555555555556,2.01186422195943
"Adrian's Farm-House 4",0.0805555555555556,5.32914420772344
"Adrian's Farm-House 2",0.0819444444444444,2.94159520176883
"Adrian's Farm-House 3",0.0819444444444444,2.22103423233775
"Adrian's Farm-House 4",0.0819444444444444,5.62213363234934
"Adrian's Farm-House 2",0.0833333333333333,2.42249016616257
"Adrian's Farm-House 3",0.0833333333333333,2.20027690306357
"Adrian's Farm-House 4",0.0833333333333333,5.60439819502332
"Adrian's Farm-House 2",0.0847222222222222,2.29790495761706
"Adrian's Farm-House 3",0.0847222222222222,2.02463796305124
"Adrian's Farm-House 4",0.0847222222222222,5.48787637179135
"Adrian's Farm-House 2",0.0861111111111111,2.42994398205845
"Adrian's Farm-House 3",0.0861111111111111,1.66182823342981
"Adrian's Farm-House 4",0.0861111111111111,5.54835421307308
"Adrian's Farm-House 2",0.0875,1.84570679326672
"Adrian's Farm-House 3",0.0875,1.17358746280967
"Adrian's Farm-House 4",0.0875,5.06772386153786
"Adrian's Farm-House 2",0.0888888888888889,2.26329795524331
"Adrian's Farm-House 3",0.0888888888888889,1.28535769736297
"Adrian's Farm-House 4",0.0888888888888889,5.19559636465848
"Adrian's Farm-House 2",0.0902662037037037,2.38522108668314
"Adrian's Farm-House 3",0.0902662037037037,1.85645037200913
"Adrian's Farm-House 4",0.0902662037037037,5.45754877396385
"Adrian's Farm-House 2",0.0916666666666667,2.26329795524331
"Adrian's Farm-House 3",0.0916666666666667,1.55200954265442
"Adrian's Farm-House 4",0.0916666666666667,5.43626624917262
"Adrian's Farm-House 2",0.0930555555555556,1.93266797871871
"Adrian's Farm-House 3",0.0930555555555556,1.73509983163697
"Adrian's Farm-House 4",0.0930555555555556,5.1161416054379
"Adrian's Farm-House 2",0.0944444444444444,1.78891581501236
"Adrian's Farm-House 3",0.0944444444444444,1.10705756128985
"Adrian's Farm-House 4",0.0944444444444444,5.01203458833414
"Adrian's Farm-House 2",0.0958333333333333,1.84002769544128
"Adrian's Farm-House 3",0.0958333333333333,1.10900910506776
"Adrian's Farm-House 4",0.0958333333333333,5.04395837552098
"Adrian's Farm-House 2",0.0972222222222222,1.33476546078452
"Adrian's Farm-House 3",0.0972222222222222,1.15673322109131
"Adrian's Farm-House 4",0.0972222222222222,4.59712748848438
"Adrian's Farm-House 2",0.0986111111111111,1.28454093939082
"Adrian's Farm-House 3",0.0986111111111111,1.07192977328738
"Adrian's Farm-House 4",0.0986111111111111,4.48500242778964
"Adrian's Farm-House 2",0.1,1.25721028110591
"Adrian's Farm-House 3",0.1,1.10563825672409
"Adrian's Farm-House 4",0.1,4.48500242778964
"Adrian's Farm-House 2",0.101377314814815,1.65208505178076
"Adrian's Farm-House 3",0.101377314814815,1.45301304919292
"Adrian's Farm-House 4",0.101377314814815,4.87744014022123
"Adrian's Farm-House 2",0.102777777777778,1.86274408674303
"Adrian's Farm-House 3",0.102777777777778,1.60523346387028
"Adrian's Farm-House 4",0.102777777777778,4.96579184943955
"Adrian's Farm-House 2",0.104166666666667,1.86842318456846
"Adrian's Farm-House 3",0.104166666666667,1.66697321248067
"Adrian's Farm-House 4",0.104166666666667,5.0615949076281
"Adrian's Farm-House 2",0.105555555555556,1.86274408674303
"Adrian's Farm-House 3",0.105555555555556,1.61091159254635
"Adrian's Farm-House 4",0.105555555555556,5.01369337853382
"Adrian's Farm-House 2",0.106944444444444,1.58606553956006
"Adrian's Farm-House 3",0.106944444444444,1.38428009495004
"Adrian's Farm-House 4",0.106944444444444,4.7908625617101
"Adrian's Farm-House 2",0.108333333333333,1.28454093939082
"Adrian's Farm-House 3",0.108333333333333,1.07902858683285
"Adrian's Farm-House 4",0.108333333333333,4.44242329081695
"Adrian's Farm-House 2",0.109722222222222,1.69325851101517
"Adrian's Farm-House 3",0.109722222222222,2.13409847971464
"Adrian's Farm-House 4",0.109722222222222,5.38643824011555
"Adrian's Farm-House 2",0.111111111111111,1.81553658606909
"Adrian's Farm-House 3",0.111111111111111,2.25637655476856
"Adrian's Farm-House 4",0.111111111111111,5.10169026161071
"Adrian's Farm-House 2",0.1125,1.74632258132159
"Adrian's Farm-House 3",0.1125,2.16639834859681
"Adrian's Farm-House 4",0.1125,5.10169026161071
"Adrian's Farm-House 2",0.113888888888889,1.39705806505727
"Adrian's Farm-House 3",0.113888888888889,1.64179168697215
"Adrian's Farm-House 4",0.113888888888889,5.0371119038688
"Adrian's Farm-House 2",0.115277777777778,1.81553658606909
"Adrian's Farm-House 3",0.115277777777778,1.93089326064826
"Adrian's Farm-House 4",0.115277777777778,5.01369337853382
"Adrian's Farm-House 2",0.116666666666667,1.80453333403231
"Adrian's Farm-House 3",0.116666666666667,2.21484815192006
"Adrian's Farm-House 4",0.116666666666667,5.4941279740423
"Adrian's Farm-House 2",0.118055555555556,1.8100349600507
"Adrian's Farm-House 3",0.118055555555556,2.01891927694252
"Adrian's Farm-House 4",0.118055555555556,5.57077042059314
"Adrian's Farm-House 2",0.11943287037037,1.81553658606909
"Adrian's Farm-House 3",0.11943287037037,1.64179168697215
"Adrian's Farm-House 4",0.11943287037037,5.67721826302486
"Adrian's Farm-House 2",0.120833333333333,0.822404353845958
"Adrian's Farm-House 3",0.120833333333333,1.18888363539363
"Adrian's Farm-House 4",0.120833333333333,5.20671879947667
"Adrian's Farm-House 2",0.122222222222222,0.807496722054189
"Adrian's Farm-House 3",0.122222222222222,1.1777029115498
"Adrian's Farm-House 4",0.122222222222222,5.12510878694569
"Adrian's Farm-House 2",0.123611111111111,1.81553658606909
"Adrian's Farm-House 3",0.123611111111111,1.65208505178076
"Adrian's Farm-House 4",0.123611111111111,5.6594769559529
"Adrian's Farm-House 2",0.125,1.82164130472271
"Adrian's Farm-House 3",0.125,1.64179168697215
"Adrian's Farm-House 4",0.125,5.55302911352119
"Adrian's Farm-House 2",0.126388888888889,1.81613785667219
"Adrian's Farm-House 3",0.126388888888889,1.66752509899366
"Adrian's Farm-House 4",0.126388888888889,5.60625303473704
"Adrian's Farm-House 2",0.127777777777778,2.38015251655954
"Adrian's Farm-House 3",0.127777777777778,1.65723173418506
"Adrian's Farm-House 4",0.127777777777778,5.60625303473704
"Adrian's Farm-House 2",0.129166666666667,2.39471002430608
"Adrian's Farm-House 3",0.129166666666667,1.67267178139796
"Adrian's Farm-House 4",0.129166666666667,5.623994341809
"Adrian's Farm-House 2",0.130543981481481,2.365595008813
"Adrian's Farm-House 3",0.130543981481481,1.66752509899366
"Adrian's Farm-House 4",0.130543981481481,5.69815300536976
"Adrian's Farm-House 2",0.131944444444444,2.4009235946857
"Adrian's Farm-House 3",0.131944444444444,1.69308103920812
"Adrian's Farm-House 4",0.131944444444444,5.59064068451373
"Adrian's Farm-House 2",0.133333333333333,2.38015251655954
"Adrian's Farm-House 3",0.133333333333333,1.66752509899366
"Adrian's Farm-House 4",0.133333333333333,5.51754649937728
"Adrian's Farm-House 2",0.134722222222222,2.35831625493972
"Adrian's Farm-House 3",0.134722222222222,1.65208505178076
"Adrian's Farm-House 4",0.134722222222222,5.57077042059314
"Adrian's Farm-House 2",0.136111111111111,2.38743127043281
"Adrian's Farm-House 3",0.136111111111111,1.63664500456785
"Adrian's Farm-House 4",0.136111111111111,5.62585628332259
"Adrian's Farm-House 2",0.1375,2.38743127043281
"Adrian's Farm-House 3",0.1375,1.66752509899366
"Adrian's Farm-House 4",0.1375,5.66135064473157
"Adrian's Farm-House 2",0.138888888888889,1.81613785667219
"Adrian's Farm-House 3",0.138888888888889,1.3975904804784
"Adrian's Farm-House 4",0.138888888888889,5.06327065499033
"Adrian's Farm-House 2",0.140277777777778,1.82164130472271
"Adrian's Farm-House 3",0.140277777777778,1.66237841658936
"Adrian's Farm-House 4",0.140277777777778,5.11118804289245
"Adrian's Farm-House 2",0.141655092592593,2.25712382304303
"Adrian's Farm-House 3",0.141655092592593,2.06843391110804
"Adrian's Farm-House 4",0.141655092592593,5.47855468347534
"Adrian's Farm-House 2",0.143055555555556,2.40198877817935
"Adrian's Farm-House 3",0.143055555555556,2.19924885322142
"Adrian's Farm-House 4",0.143055555555556,5.57261474120913
"Adrian's Farm-House 2",0.144444444444444,1.34337391607414
"Adrian's Farm-House 3",0.144444444444444,1.20046179734285
"Adrian's Farm-House 4",0.144444444444444,5.09415074941614
"Adrian's Farm-House 2",0.145833333333333,1.28539205149245
"Adrian's Farm-House 3",0.145833333333333,1.08275902129459
"Adrian's Farm-House 4",0.145833333333333,5.17578778065678
"Adrian's Farm-House 2",0.147222222222222,1.28539205149245
"Adrian's Farm-House 3",0.147222222222222,1.06589361597848
"Adrian's Farm-House 4",0.147222222222222,5.01535326708821
"Adrian's Farm-House 2",0.148611111111111,1.28539205149245
"Adrian's Farm-House 3",0.148611111111111,1.06589361597848
"Adrian's Farm-House 4",0.148611111111111,5.03132572972225
"Adrian's Farm-House 2",0.15,1.28539205149245
"Adrian's Farm-House 3",0.15,1.06252053491526
"Adrian's Farm-House 4",0.15,5.03132572972225
"Adrian's Farm-House 2",0.151388888888889,1.28539205149245
"Adrian's Farm-House 3",0.151388888888889,1.08613210235782
"Adrian's Farm-House 4",0.151388888888889,5.04729819235629
"Adrian's Farm-House 2",0.152766203703704,1.28539205149245
"Adrian's Farm-House 3",0.152766203703704,1.08275902129459
"Adrian's Farm-House 4",0.152766203703704,4.99938080445418
"Adrian's Farm-House 2",0.154166666666667,1.27757811804873
"Adrian's Farm-House 3",0.154166666666667,1.07263977810492
"Adrian's Farm-House 4",0.154166666666667,5.09521558025841
"Adrian's Farm-House 2",0.155555555555556,1.28929901821431
"Adrian's Farm-House 3",0.155555555555556,1.07263977810492
"Adrian's Farm-House 4",0.155555555555556,5.09521558025841
"Adrian's Farm-House 2",0.156944444444444,1.2344238947118
"Adrian's Farm-House 3",0.156944444444444,1.08613210235782
"Adrian's Farm-House 4",0.156944444444444,5.03132572972225
"Adrian's Farm-House 2",0.158333333333333,1.22323576273556
"Adrian's Farm-House 3",0.158333333333333,1.65263219039701
"Adrian's Farm-House 4",0.158333333333333,4.93549095391802
"Adrian's Farm-House 2",0.159722222222222,1.69438043151278
"Adrian's Farm-House 3",0.159722222222222,2.07568756795809
"Adrian's Farm-House 4",0.159722222222222,5.46116244638494
"Adrian's Farm-House 2",0.161111111111111,1.76879038862459
"Adrian's Farm-House 3",0.161111111111111,2.17901036684208
"Adrian's Farm-House 4",0.161111111111111,5.51688859379703
"Adrian's Farm-House 2",0.1625,1.86397830512086
"Adrian's Farm-House 3",0.1625,2.22942905220815
"Adrian's Farm-House 4",0.1625,5.57261474120913
"Adrian's Farm-House 2",0.163877314814815,2.38680148826451
"Adrian's Farm-House 3",0.163877314814815,1.72027134224375
"Adrian's Farm-House 4",0.163877314814815,5.6081091026181
"Adrian's Farm-House 2",0.165277777777778,2.38094103818172
"Adrian's Farm-House 3",0.165277777777778,2.17901036684208
"Adrian's Farm-House 4",0.165277777777778,5.6081091026181
"Adrian's Farm-House 2",0.166666666666667,2.36637870767296
"Adrian's Farm-House 3",0.166666666666667,1.65778057728298
"Adrian's Farm-House 4",0.166666666666667,5.55486756050464
"Adrian's Farm-House 2",0.168055555555556,2.35181637716421
"Adrian's Farm-House 3",0.168055555555556,1.65317969153678
"Adrian's Farm-House 4",0.168055555555556,5.59036192191362
"Adrian's Farm-House 2",0.169444444444444,2.45393028012195
"Adrian's Farm-House 3",0.169444444444444,1.65832978403378
"Adrian's Farm-House 4",0.169444444444444,5.55486756050464
"Adrian's Farm-House 2",0.170833333333333,2.85421677971631
"Adrian's Farm-House 3",0.170833333333333,2.11580006928448
"Adrian's Farm-House 4",0.170833333333333,6.05675783082755
"Adrian's Farm-House 2",0.172222222222222,3.23301496234044
"Adrian's Farm-House 3",0.172222222222222,2.03304341053959
"Adrian's Farm-House 4",0.172222222222222,6.05764518986277
"Adrian's Farm-House 2",0.173611111111111,2.46138903477278
"Adrian's Farm-House 3",0.173611111111111,1.68354747832943
"Adrian's Farm-House 4",0.173611111111111,5.64626554113275
"Adrian's Farm-House 2",0.175,2.62921101441638
"Adrian's Farm-House 3",0.175,1.89878582682471
"Adrian's Farm-House 4",0.175,5.77670731931074
"Adrian's Farm-House 2",0.176388888888889,2.43190919496237
"Adrian's Farm-House 3",0.176388888888889,1.62742922905179
"Adrian's Farm-House 4",0.176388888888889,5.6081091026181
"Adrian's Farm-House 2",0.177777777777778,2.40278453394486
"Adrian's Farm-House 3",0.177777777777778,1.64802959903978
"Adrian's Farm-House 4",0.177777777777778,5.4661316569822
"Adrian's Farm-House 2",0.179166666666667,2.34453521190983
"Adrian's Farm-House 3",0.179166666666667,1.65832978403378
"Adrian's Farm-House 4",0.179166666666667,5.62585628332259
"Adrian's Farm-House 2",0.180555555555556,2.40278453394486
"Adrian's Farm-House 3",0.180555555555556,1.66347987653078
"Adrian's Farm-House 4",0.180555555555556,5.55486756050464
"Adrian's Farm-House 2",0.18193287037037,2.3882222034361
"Adrian's Farm-House 3",0.18193287037037,1.63257932154878
"Adrian's Farm-House 4",0.18193287037037,5.6081091026181
"Adrian's Farm-House 2",0.183333333333333,1.8696611658072
"Adrian's Farm-House 3",0.183333333333333,1.65317969153678
"Adrian's Farm-House 4",0.183333333333333,5.59036192191362
"Adrian's Farm-House 2",0.184722222222222,1.8696611658072
"Adrian's Farm-House 3",0.184722222222222,1.62742922905179
"Adrian's Farm-House 4",0.184722222222222,5.57261474120913
"Adrian's Farm-House 2",0.186111111111111,2.39550336869048
"Adrian's Farm-House 3",0.186111111111111,1.69953052400978
"Adrian's Farm-House 4",0.186111111111111,5.55486756050464
"Adrian's Farm-House 2",0.1875,2.39550336869048
"Adrian's Farm-House 3",0.1875,2.23709362705864
"Adrian's Farm-House 4",0.1875,5.59036192191362
"Adrian's Farm-House 2",0.188888888888889,2.39550336869048
"Adrian's Farm-House 3",0.188888888888889,2.13924186961565
"Adrian's Farm-House 4",0.188888888888889,5.67909782543605
"Adrian's Farm-House 2",0.190277777777778,2.39550336869048
"Adrian's Farm-House 3",0.190277777777778,2.23016764059715
"Adrian's Farm-House 4",0.190277777777778,5.55486756050464
"Adrian's Farm-House 2",0.191666666666667,1.89239260855258
"Adrian's Farm-House 3",0.191666666666667,2.21631566767419
"Adrian's Farm-House 4",0.191666666666667,5.64360346402708
"Adrian's Farm-House 2",0.193043981481481,2.41006569919923
"Adrian's Farm-House 3",0.193043981481481,2.22324165413567
"Adrian's Farm-House 4",0.193043981481481,5.59036192191362
"Adrian's Farm-House 2",0.194444444444444,1.82224479695552
"Adrian's Farm-House 3",0.194444444444444,2.23016764059715
"Adrian's Farm-House 4",0.194444444444444,5.51937319909567
"Adrian's Farm-House 2",0.195833333333333,2.40278453394486
"Adrian's Farm-House 3",0.195833333333333,2.1747597489053
"Adrian's Farm-House 4",0.195833333333333,5.99925696534501
"Adrian's Farm-House 2",0.197222222222222,2.41006569919923
"Adrian's Farm-House 3",0.197222222222222,2.37188397896286
"Adrian's Farm-House 4",0.197222222222222,6.12987621533004
"Adrian's Farm-House 2",0.198611111111111,2.44647152547113
"Adrian's Farm-House 3",0.198611111111111,2.23709362705864
"Adrian's Farm-House 4",0.198611111111111,6.14939811410498
"Adrian's Farm-House 2",0.2,3.05666869166732
"Adrian's Farm-House 3",0.2,2.23016764059715
"Adrian's Farm-House 4",0.2,6.18844191165485
"Adrian's Farm-House 2",0.201388888888889,3.05666869166732
"Adrian's Farm-House 3",0.201388888888889,2.2509455999816
"Adrian's Farm-House 4",0.201388888888889,6.14939811410498
"Adrian's Farm-House 2",0.202777777777778,2.45393028012195
"Adrian's Farm-House 3",0.202777777777778,2.18861172182826
"Adrian's Farm-House 4",0.202777777777778,6.1103543165551
"Adrian's Farm-House 2",0.204155092592593,2.40278453394486
"Adrian's Farm-House 3",0.204155092592593,2.19553770828974
"Adrian's Farm-House 4",0.204155092592593,5.93465722758067
"Adrian's Farm-House 2",0.205555555555556,3.00694366066181
"Adrian's Farm-House 3",0.205555555555556,2.81070737758649
"Adrian's Farm-House 4",0.205555555555556,6.75102753998711
"Adrian's Farm-House 2",0.206944444444444,3.01600071988067
"Adrian's Farm-House 3",0.206944444444444,2.81070737758649
"Adrian's Farm-House 4",0.206944444444444,6.66584107260557
"Adrian's Farm-House 2",0.208333333333333,2.97071542378637
"Adrian's Farm-House 3",0.208333333333333,2.77589985588263
"Adrian's Farm-House 4",0.208333333333333,6.6525306870772
"Adrian's Farm-House 2",0.209722222222222,2.98882954222409
"Adrian's Farm-House 3",0.209722222222222,2.81940925801246
"Adrian's Farm-House 4",0.209722222222222,6.68713768945095
"Adrian's Farm-House 2",0.211111111111111,2.99788660144295
"Adrian's Farm-House 3",0.211111111111111,2.83681301886438
"Adrian's Farm-House 4",0.211111111111111,6.54658001827141
"Adrian's Farm-House 2",0.2125,3.01600071988067
"Adrian's Farm-House 3",0.2125,2.85421677971631
"Adrian's Farm-House 4",0.2125,6.6893523401181
"Adrian's Farm-House 2",0.213888888888889,2.61322796873603
"Adrian's Farm-House 3",0.213888888888889,2.49708450345888
"Adrian's Farm-House 4",0.213888888888889,6.35488472311219
"Adrian's Farm-House 2",0.215266203703704,2.36637870767296
"Adrian's Farm-House 3",0.215266203703704,2.21631566767419
